00000c289a1829a808ac09c00daf10bc3c4e223b	3bd73256-3905-4f3a-97e2-8b341527f805	betty blowtorch	2137
00000c289a1829a808ac09c00daf10bc3c4e223b	f2fb0ff0-5679-42ec-a55c-15109ce6e320	die Ärzte	1099
00000c289a1829a808ac09c00daf10bc3c4e223b	b3ae82c2-e60b-4551-a76d-6620f1b456aa	melissa etheridge	897
00000c289a1829a808ac09c00daf10bc3c4e223b	3d6bbeb7-f90e-4d10-b440-e153c0d10b53	elvenking	717
00000c289a1829a808ac09c00daf10bc3c4e223b	bbd2ffd7-17f4-4506-8572-c1ea58c3f9a8	juliette & the licks	706
00000c289a1829a808ac09c00daf10bc3c4e223b	8bfac288-ccc5-448d-9573-c33ea2aa5c30	red hot chili peppers	691
00000c289a1829a808ac09c00daf10bc3c4e223b	6531c8b1-76ea-4141-b270-eb1ac5b41375	magica	545
00000c289a1829a808ac09c00daf10bc3c4e223b	21f3573f-10cf-44b3-aeaa-26cccd8448b5	the black dahlia murder	507
00000c289a1829a808ac09c00daf10bc3c4e223b	c5db90c4-580d-4f33-b364-fbaa5a3a58b5	the murmurs	424
00000c289a1829a808ac09c00daf10bc3c4e223b	0639533a-0402-40ba-b6e0-18b067198b73	lunachicks	403
00000c289a1829a808ac09c00daf10bc3c4e223b	a342964d-ca53-4e54-96dc-e8501851e77f	walls of jericho	393
00000c289a1829a808ac09c00daf10bc3c4e223b	f779ed95-66c8-4493-9f46-3967eba785a8	letzte instanz	387
00000c289a1829a808ac09c00daf10bc3c4e223b	7b885d42-3c41-4f43-9944-a5855ec5155e	goldfrapp	361
00000c289a1829a808ac09c00daf10bc3c4e223b	e000d76b-afff-4286-a5fd-7ea6405cb80f	horrorpops	358
00000c289a1829a808ac09c00daf10bc3c4e223b	adf334c2-9186-48cd-afcc-c748dd47e9b4	the butchies	329
00000c289a1829a808ac09c00daf10bc3c4e223b	7e870dd5-2667-454b-9fcf-a132dd8071f1	jack off jill	316
00000c289a1829a808ac09c00daf10bc3c4e223b	41593aa1-dda6-4a5a-af87-0eebf93e3775	babes in toyland	310
00000c289a1829a808ac09c00daf10bc3c4e223b	e8374874-4178-4869-b92e-fef6bf30dc04	dropkick murphys	302
00000c289a1829a808ac09c00daf10bc3c4e223b	295a3ae3-9e81-4cff-a36f-8d48b8fb4dcf	all:my:faults	288
00000c289a1829a808ac09c00daf10bc3c4e223b	2d67239c-aa40-4ad5-a807-9052b66857a6	le tigre	281
00000c289a1829a808ac09c00daf10bc3c4e223b	ff7f80cd-05c2-4068-a00e-fbfbd453d049	schandmaul	244
00000c289a1829a808ac09c00daf10bc3c4e223b	83998f9c-846b-4294-aede-d7735531c901	edguy	232
00000c289a1829a808ac09c00daf10bc3c4e223b	fb01635c-51fc-4cad-b71f-62e18bb3433b	maximum the hormone	231
00000c289a1829a808ac09c00daf10bc3c4e223b	3f20aae7-694e-4a37-9b82-02029cf8cd4c	all ends	229
00000c289a1829a808ac09c00daf10bc3c4e223b	ff6e677f-91dd-4986-a174-8db0474b1799	jack johnson	227
00000c289a1829a808ac09c00daf10bc3c4e223b	8000598a-5edb-401c-8e6d-36b167feaf38	eluveitie	222
00000c289a1829a808ac09c00daf10bc3c4e223b	2ee6f445-005e-40dd-8bb8-474849216a38	rasputina	220
00000c289a1829a808ac09c00daf10bc3c4e223b	8688124b-dcff-4a39-9f30-4825d445014f	london after midnight	210
00000c289a1829a808ac09c00daf10bc3c4e223b	95e1ead9-4d31-4808-a7ac-32c3614c116b	the killers	208
00000c289a1829a808ac09c00daf10bc3c4e223b	6c99c2c9-6d19-4d61-8c22-e583b911f0a3	mutyumu	205
00000c289a1829a808ac09c00daf10bc3c4e223b	6b335658-22c8-485d-93de-0bc29a1d0349	judas priest	198
00000c289a1829a808ac09c00daf10bc3c4e223b	c995a379-60b9-404b-bd97-a7e2de0751d3	rob zombie	198
00000c289a1829a808ac09c00daf10bc3c4e223b	e0ab57c6-7ba1-4dca-b36e-fae4c0c269e1	the bosshoss	189
00000c289a1829a808ac09c00daf10bc3c4e223b	c7423e0c-ab3e-4ab4-be10-cdff5a9d3062	blue Öyster cult	185
00000c289a1829a808ac09c00daf10bc3c4e223b	0fb62639-4143-443b-8779-6867a1d08230	sandra nasic	183
00000c289a1829a808ac09c00daf10bc3c4e223b	144ef525-85e9-40c3-8335-02c32d0861f3	john mayer	182
00000c289a1829a808ac09c00daf10bc3c4e223b	e36e78eb-3ace-4acd-882c-16789e700ab7	sleater-kinney	175
00000c289a1829a808ac09c00daf10bc3c4e223b	9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa	the who	168
00000c289a1829a808ac09c00daf10bc3c4e223b	4ebed31c-4984-432c-8d78-0f08a4b169a2	disciple	154
00000c289a1829a808ac09c00daf10bc3c4e223b	e54da459-21ee-4f0c-82c3-a7379d6937e7	tanzwut	153
00000c289a1829a808ac09c00daf10bc3c4e223b	66da25f9-1534-4dd1-b88c-718bc24e1ccd	guano apes	151
00000c289a1829a808ac09c00daf10bc3c4e223b	b071f9fa-14b0-4217-8e97-eb41da73f598	the rolling stones	150
00000c289a1829a808ac09c00daf10bc3c4e223b	76e78b58-f301-4975-8058-7f84d8360738	little big town	145
00000c289a1829a808ac09c00daf10bc3c4e223b	b506d0b1-fd16-4ba0-a3dc-a20095c93024	team dresch	137
00000c289a1829a808ac09c00daf10bc3c4e223b	cb5473ba-8e02-4a76-a08e-d0887f6ecea2	betty	135
00000c289a1829a808ac09c00daf10bc3c4e223b	57111f1f-9829-45ea-bb4e-a5aba37cd1d1	l7	135
00000c289a1829a808ac09c00daf10bc3c4e223b	e9a639e2-3840-410a-bd6d-4e7bdb66734d	bif naked	134
00000c289a1829a808ac09c00daf10bc3c4e223b	ebe18ea1-9fcf-426e-9c54-10eecc207a66	girlschool	134
00000c289a1829a808ac09c00daf10bc3c4e223b	d9c90718-d54d-4ccf-a92e-37a5415ce299	the wallflowers	131
00001411dc427966b17297bf4d69e7e193135d89	e7c2d42e-b045-41b6-a391-88f4ea545185	the most serene republic	12763
00001411dc427966b17297bf4d69e7e193135d89	5aeb21a3-4606-4a0d-8369-50c768d1e99a	stars	8192
00001411dc427966b17297bf4d69e7e193135d89	2eada8f8-056a-4093-bbc2-004909ce743b	broken social scene	6413
00001411dc427966b17297bf4d69e7e193135d89	e519e012-e1a3-4592-b3f6-5a16227ab654	have heart	5361
00001411dc427966b17297bf4d69e7e193135d89	3c82a8e6-d738-41a6-bcfe-474204011472	luminous orange	5120
00001411dc427966b17297bf4d69e7e193135d89	57652bf8-cfe8-42e7-b9a7-5572a7080d8d	boris	5110
00001411dc427966b17297bf4d69e7e193135d89	ada7a83c-e3e1-40f1-93f9-3e73dbc9298a	arctic monkeys	4811
00001411dc427966b17297bf4d69e7e193135d89	78f797e3-4913-4026-aad0-1cd858bd735b	bright eyes	4283
00001411dc427966b17297bf4d69e7e193135d89	e031ae5d-db68-4e06-980b-f828fe5b40dd	coaltar of the deepers	4143
00001411dc427966b17297bf4d69e7e193135d89	c4975d06-72e9-4be4-bfd9-d7e9ae46ffe8	polar bear club	4091
00001411dc427966b17297bf4d69e7e193135d89	82b304c0-7da4-45d3-896a-0767c7ae1141	the libertines	3916
00001411dc427966b17297bf4d69e7e193135d89	92dc699f-fcbc-4278-afbe-40b5ad060a55	death from above 1979	3315
00001411dc427966b17297bf4d69e7e193135d89	ad279295-653f-42e1-9aaa-b731df2e78ba	owl city	3147
00001411dc427966b17297bf4d69e7e193135d89	cc197bad-dc9c-440d-a5b5-d52ba2e14234	coldplay	2658
00001411dc427966b17297bf4d69e7e193135d89	9fa07bb4-8312-4cd7-a19a-4fdbc5797148	okkervil river	2641
00001411dc427966b17297bf4d69e7e193135d89	451f9db1-f75f-44f9-b218-f8bdf22035a1	jim sturgess	2427
00001411dc427966b17297bf4d69e7e193135d89	11eabe0c-2638-4808-92f9-1dbd9c453429	deerhoof	2369
00001411dc427966b17297bf4d69e7e193135d89	1d5aa664-2a04-4e5f-8751-0e919e8d68f0	fear before the march of flames	2362
00001411dc427966b17297bf4d69e7e193135d89	0509d076-7e31-4f53-bad3-80ee246e23b7	breathe carolina	2259
00001411dc427966b17297bf4d69e7e193135d89	74134743-106c-47a6-bb8d-5c9efde7818c	mstrkrft	2102
00001411dc427966b17297bf4d69e7e193135d89	52074ba6-e495-4ef3-9bb4-0703888a9f68	arcade fire	1899
00001411dc427966b17297bf4d69e7e193135d89	f181961b-20f7-459e-89de-920ef03c7ed0	the strokes	1854
00001411dc427966b17297bf4d69e7e193135d89	00b952be-6c97-4880-84f9-06de584b491b	cancer bats	1703
00001411dc427966b17297bf4d69e7e193135d89	3ba1d6b6-da11-40cc-940b-60268aaf58d2	the honorary title	1682
00001411dc427966b17297bf4d69e7e193135d89	f2de9120-703f-4c72-8f69-ef56477e1c54	michio kurihara	1530
00001411dc427966b17297bf4d69e7e193135d89	c485632c-b784-4ee9-8ea1-c5fb365681fc	mgmt	1468
00001411dc427966b17297bf4d69e7e193135d89	0383dadf-2a4e-4d10-a46a-e9e041da8eb3	queen	1404
00001411dc427966b17297bf4d69e7e193135d89	432c7522-87c8-46e0-8c9e-6df1c6c09a24	the secret handshake	1384
00001411dc427966b17297bf4d69e7e193135d89	0c751690-c784-4a4f-b1e4-c1de27d47581	animal collective	1373
00001411dc427966b17297bf4d69e7e193135d89	9481db30-6467-460c-8fc4-1b6428e9265a	heavy heavy low low	1323
00001411dc427966b17297bf4d69e7e193135d89	0e0dd9da-5878-4c46-9a9a-6df43abb5c96	hot hot heat	1312
00001411dc427966b17297bf4d69e7e193135d89	8c9200b8-8e05-41d5-836e-44a37905560e	hadouken!	1254
00001411dc427966b17297bf4d69e7e193135d89	e105c272-b5d7-4135-82ef-d60bded54345	the wombats	1244
00001411dc427966b17297bf4d69e7e193135d89	98777614-2abd-4518-8631-a2bdac185442	ai aso	1232
00001411dc427966b17297bf4d69e7e193135d89	fee70326-712c-4a99-9f01-fe06a505c053	boris with michio kurihara	1034
00001411dc427966b17297bf4d69e7e193135d89	818be9a0-e5a7-4ff5-a190-98d2411d0cbf	uffie	977
00001411dc427966b17297bf4d69e7e193135d89	8a3e1c4f-59a8-457a-826c-fe961419a8ae	the last shadow puppets	961
00001411dc427966b17297bf4d69e7e193135d89	d2f4a968-1f6e-4a4a-9376-ee2b2a50c87a	boys noize	748
00001411dc427966b17297bf4d69e7e193135d89	3ac482b8-1494-4071-a0e9-f192f9d2c2b0	built to spill	731
00001411dc427966b17297bf4d69e7e193135d89	1595addf-f76b-450a-a097-af852ff35f27	nujabes	707
00001411dc427966b17297bf4d69e7e193135d89	9fdd9163-9824-413e-91ad-d01e561b4078	the rocket summer	691
00001411dc427966b17297bf4d69e7e193135d89	c8a9ae11-63bf-409b-8bf3-a96b3712a2ff	little dragon	672
00001411dc427966b17297bf4d69e7e193135d89	2f8e3e49-5894-4713-a776-f1f2c3629816	boris with merzbow	636
00001411dc427966b17297bf4d69e7e193135d89	ffb18e19-64a4-4a65-b4ce-979e00c3c69d	the album leaf	622
00001411dc427966b17297bf4d69e7e193135d89	6f2f87e7-3ce9-4f1c-81dd-6f068a78cf26	the microphones	606
00001411dc427966b17297bf4d69e7e193135d89	69ec6867-bda0-404b-bac4-338df8d73723	simian mobile disco	603
00001411dc427966b17297bf4d69e7e193135d89	5f6be871-eb98-42f1-bce4-5a3d8212c281	m.i.a.	589
00001411dc427966b17297bf4d69e7e193135d89	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	death cab for cutie	587
00001411dc427966b17297bf4d69e7e193135d89	4ac4e32b-bd18-402e-adad-ae00e72f8d85	patrick wolf	564
00001411dc427966b17297bf4d69e7e193135d89	2c916f95-f6ba-46fa-b9d8-dc0d9379f603	the fiery furnaces	543
00001411dc427966b17297bf4d69e7e193135d89	7b52603c-a84c-4a76-8dc8-899bb4dd9fa7	digitalism	505
00004d2ac9316e22dc007ab2243d6fcb239e707d	944655bc-16b1-48d2-b4ff-f73654612fcf	current 93	853
00004d2ac9316e22dc007ab2243d6fcb239e707d	c16fbb7e-57b1-462c-97c5-bd0e11248765	coil	567
00004d2ac9316e22dc007ab2243d6fcb239e707d	59f8af87-4640-46d6-acdd-704fcebc0d40	andrew liles	248
00004d2ac9316e22dc007ab2243d6fcb239e707d	a270b68f-6bb5-41ba-ae7f-7b501e4797a5	six organs of admittance	242
00004d2ac9316e22dc007ab2243d6fcb239e707d	9a22fc7b-ad7f-4c70-9e0f-4d40cd7562cd	16 horsepower	225
